5.262355	0.049680	0.000000	1.022145	0.501938	-0.303938	3.534116	2.017610	-1	-1	0
5.279764	-0.020853	0.000000	1.023649	0.516708	-0.403700	-0.698547	-2.225990	-1	1	0
5.280225	-0.137155	0.000000	1.021806	0.482436	-0.334478	-0.541731	0.197703	1	1	0
5.278745	-0.142255	0.000000	1.020257	0.489154	-0.619072	1.348130	0.964270	-1	-1	0
5.274452	0.190723	0.000000	1.020162	0.485895	0.373686	0.681131	5.487988	-1	-1	0
5.274199	-0.155582	0.000000	1.020286	0.517009	-0.935219	-1111.000000	-1111.000000	0	1	0
5.285243	-0.042070	0.000000	1.032295	0.515856	-0.919269	-7.913461	-1.519441	-1	-1	0
5.278162	-0.103638	0.000000	1.018453	0.513568	0.810666	0.821633	0.042860	1	1	0
5.283834	-0.117978	0.000000	1.020117	0.503127	0.795194	-0.476027	-1.036070	1	1	0
5.277162	-0.045257	0.000000	1.034110	0.486038	-0.540681	1.495411	1.087292	-1	-1	0
5.278327	-0.098805	0.000000	1.019673	0.505952	0.883569	0.027303	-0.019964	1	1	0
5.278218	-0.160630	0.000000	1.018435	0.495050	-0.557298	0.314294	0.523643	1	1	0
5.275814	-0.134634	0.000000	1.011251	0.509181	-0.906854	6.172169	1.463290	-1	-1	0
5.273372	0.172869	0.000000	1.008633	0.492353	-0.571406	2.334939	-1.276813	1	1	0
5.283473	-0.026903	0.000000	1.024860	0.481439	-0.766814	-1.219175	-1.753274	1	1	0
5.279563	0.054221	0.000000	1.029823	0.497536	-0.377756	-0.963797	-1.983309	1	-1	0
5.277626	-0.099175	0.000000	1.004072	0.494991	-0.541004	-3.381373	0.016479	1	1	0
5.258217	0.067306	0.000000	1.015867	0.492516	-0.608264	-0.728326	1.829086	-1	-1	0
5.281124	-0.145513	0.000000	1.001561	0.496779	0.037288	1.688323	0.934085	-1	-1	0
5.279498	-0.117472	0.000000	1.022353	0.476488	0.670274	-3.536532	-1.910316	1	-1	0
5.271976	-0.191021	0.000000	1.019496	0.494275	-0.840489	5.998614	1.361612	1	-1	0
5.262973	-0.108076	0.000000	1.020418	0.497509	0.905440	-0.839273	-0.698810	1	1	0
5.279373	-0.058328	0.000000	1.012471	0.495362	0.777705	-1.686167	-1.404313	-1	1	0
5.281347	-0.079041	0.000000	1.029771	0.486768	-0.364863	-1.090864	0.093844	-1	-1	0
5.283888	0.053766	0.000000	1.049875	0.494873	-0.294804	-0.824088	-0.129595	1	1	0
5.263178	-0.192124	0.000000	1.024503	0.498744	-0.217837	-56.547630	1.058438	1	1	0
5.275360	0.000063	0.000000	1.021612	0.486993	0.355418	1.212634	1.125550	-1	-1	0
