5.265267	-0.036993	0.000000	1.014237	0.490222	-0.351270	2.441351	0.000000	0	1	0
5.267702	0.045400	0.000000	1.019025	0.482943	0.174649	0.439580	0.000000	0	-1	0
5.273576	-0.105367	0.000000	1.020479	0.515236	0.790836	-4.406422	0.000000	0	1	0
5.261929	-0.198271	0.000000	1.021742	0.496907	0.113418	2.293144	0.000000	0	1	0
5.282640	-0.055476	0.000000	1.022365	0.492901	0.819892	3.059193	0.000000	0	1	0
5.253553	0.030431	0.000000	1.014677	0.511274	-0.524151	-8.771745	0.000000	0	1	0
5.278382	-0.166275	0.000000	1.023067	0.497753	-0.873977	-5.461051	0.000000	0	1	0
5.258864	-0.004417	0.000000	1.015990	0.488793	0.927536	0.253889	0.000000	0	1	0
5.254929	-0.114984	0.000000	1.021673	0.494878	-0.185221	0.032740	0.000000	0	1	0
5.271482	0.115152	0.000000	1.018938	0.512241	-0.133179	2.911703	0.000000	0	1	0
5.284472	0.182078	0.000000	1.022701	0.498742	0.957519	-0.133323	0.000000	0	1	0
5.264719	-0.140403	0.000000	1.018469	0.495739	0.936452	-1.227543	0.000000	0	1	0
5.265826	-0.086952	0.000000	1.029287	0.497264	0.942066	8.303491	0.000000	0	1	0
5.265661	0.139621	0.000000	1.044617	0.497660	-0.898838	4.020461	0.000000	0	1	0
5.259738	-0.167767	0.000000	1.026181	0.506146	-0.335476	13.449974	0.000000	0	1	0
5.276639	-0.175901	0.000000	1.007282	0.488419	-0.802080	0.412770	0.000000	0	-1	0
5.263572	-0.154287	0.000000	1.000678	0.497093	-0.225147	-1.287376	0.000000	0	1	0
5.279184	-0.118974	0.000000	1.021267	0.498451	0.723673	12.796912	0.000000	0	1	0
5.251728	-0.003498	0.000000	1.022831	0.496515	0.996084	-12.434604	0.000000	0	1	0
5.252373	-0.057862	0.000000	1.017473	0.495998	-0.115585	1.172963	0.000000	0	-1	0
5.264969	-0.011437	0.000000	1.039325	0.484917	-0.518087	4.588736	0.000000	0	-1	0
5.265739	-0.143825	0.000000	1.021304	0.497857	0.530483	-0.338926	0.000000	0	1	0
5.271316	0.041493	0.000000	1.006025	0.484575	-0.212234	0.283661	0.000000	0	-1	0
5.270671	-0.162185	0.000000	1.013276	0.493766	-0.233817	-0.122051	0.000000	0	1	0
5.281387	-0.159237	0.000000	1.012794	0.517577	-0.061944	-1.568513	0.000000	0	1	0
5.271451	-0.018513	0.000000	1.035337	0.476209	-0.497329	-2.539632	0.000000	0	1	0
5.280840	-0.195950	0.000000	1.019839	0.492788	0.721223	-1.679875	0.000000	0	1	0
5.252721	0.166632	0.000000	1.019130	0.501168	-0.629064	2.706092	0.000000	0	1	0
5.280306	-0.164547	0.000000	1.040189	0.490508	0.082216	-1111.000000	0.000000	0	1	0
5.261333	-0.000865	0.000000	1.039926	0.498861	-0.059947	-0.516728	0.000000	0	-1	0
5.250110	-0.131800	0.000000	1.021009	0.493930	0.458397	-2.165344	0.000000	0	1	0
5.286360	0.064272	0.000000	1.040895	0.485217	0.355665	-0.408203	0.000000	0	-1	0
5.254227	0.054421	0.000000	1.012457	0.488620	0.881703	11.525921	0.000000	0	-1	0
5.267111	0.104534	0.000000	1.011895	0.490654	-0.789961	-0.501595	0.000000	0	1	0
5.256459	0.152291	0.000000	1.020888	0.499045	0.277849	1.760626	0.000000	0	1	0
5.260791	0.192293	0.000000	1.024205	0.498077	0.434113	-1.597207	0.000000	0	1	0
